race,g1classsize,g1treadss,g1tmathss
1, , , 
1,20,480,490
1,14,492,572
1,23,527,572
1,14,454,505
1,15,459,538
1,17, ,567
1, , , 
1, , , 
1, , , 
1,14,564,502
1,17,527,535
1, , , 
1,14,651,612
1,20,558,572
2,22,487,479
1,22,536,532
1,27,590,562
2,22, , 
1, , , 
1,16,564,653
1,26,571,557
1, , , 
1,22,521,542
1, , , 
1,15,483,484
1,26,553,549
1, , , 
1,27,533,545
1,25,604,601
2,25,579,584
1,27,579,545
1, , , 
1, , , 
1, , , 
2,20,558,557
1,20,604,578
1,21,477,518
1, , , 
1,26,604,578
1, , , 
1,16,553,515
2, , , 
1,17,558,549
1,27,604,601
1,21,544,572
1,19,447,502
1,17,536,553
1, , , 
1,17,456,518
2,17,519,553
1,22,536,601
1,23,604,578
1,24,629,572
2, , , 
1, , , 
1,25,512,500
1,16,629,572
2,22,475,495
1,25,519,562
1,16,492,479
1, , , 
1,20,492,529
1,16,548,584
1,22,509,520
1,20,604,526
1,21,483,497
1,24,571,518
1,22,604,627
1,15,604,545
1,16,521,495
1,22,519,532
1,21,564,542
1,23,651,578
1,22,579,545
1,15,507,526
1,15,604,553
1,15,548,542
1,20,482,479
1,22,590,515
1,22,533,500
1,17,604,592
1, , , 
1,22,519,523
1,22,564,592
1,15,533,553
1,23,553,567
1,21,564,490
1,23,487,481
1, , , 
1, , , 
1, , , 
1,22,524,542
1, , , 
1,24,544,535
1, , , 
1, , , 
1, , , 
1,18,451,486
1, , , 
1,25,558,557
1,17,544,592
1, , , 
1,20,553,553
1,17,651,584
1,23,509,545
1,15,651,601
1,17,544,515
1,17,651,601
1,15,436,456
1,20,558,553
1, , , 
1, , , 
6, , , 
1,20,604,553
1, , , 
1,24,544,545
1, , , 
1,21,571,562
1,21,521,572
1, , , 
1, , , 
2,17,475,518
1,26,536,510
1,23,505,488
1, , , 
1,15,579,627
1, , , 
6, , , 
2,29,471,520
2,24,501,578
2,29,471,572
2, , , 
1, , , 
1,15,495,538
1,23,553,510
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2,29,442,515
1,23,544,562
1,23,524,515
1, , , 
1,26,544,520
2,24,497,497
 , , , 
1,17,604,562
1,17,487,515
1, , , 
1,24,564,549
1,13,474,493
1,20,548,578
1, , , 
1, , , 
1, , , 
1, , , 
1,20,540,542
1,20,533,545
1,20,478,505
1,22,453,510
1,20,509,535
1,14,527,486
1,23,604,562
1,16,505,535
1, , , 
1,27,490,512
1,23,651,653
1,23,548,612
1,15,536,532
1,23,604,584
1,26,509,529
2,26,521,486
1, , , 
1,24,527,532
1, , , 
1,26,447,436
2,16,480,507
1,21,579,529
1,26,590,612
1,20,497,592
1, , , 
1,22,505,553
1,16,651,612
1,26,536,549
2,23,483,500
2,15,524,529
1,23,558,572
1, , , 
1,20,488,512
2,23,499,545
1,22,604,627
2,15,436,474
1,22,495,529
1, , , 
1, , , 
2,22,495,488
1,14,471,484
1, , , 
1,25,530,549
2,21,503,505
1,20,571,545
1,23,530,549
1,20, ,474
1, , , 
1,24,428,446
1,17,548,526
1,25,558,542
1,26,530,601
1, , , 
1,15,558,567
1,25,530,567
1, , , 
1,26,450,474
1,18,514,532
1,26,521,507
1, , , 
1,19,651,584
1,26,421,441
1, , , 
1, , , 
1,25,564,567
1,21,629,553
1,21,494,497
1,17,505,502
1,17,490,526
1,17,527,535
1,21,558,518
1,21,553,572
1,17, ,515
1, , , 
2, , , 
2,23,558,549
2,17,536,584
1,18,462,523
1, , , 
1,14,527,567
1,14,466,520
1,14,579,562
1,14, , 
2, , , 
1, , , 
1, , , 
2, , , 
2,24,492,532
2,17,474,493
1, , , 
1,14,651,553
2,22,477,451
2,17, , 
2,17,480,479
2, , , 
2,22,463,479
2, , , 
2,19,447,481
2, , , 
2,17,527,520
1,22,564,553
1, , , 
1, , , 
2,22,453,479
2, , , 
1, , , 
2, , , 
2,20,426,470
2,24,442,484
2,24,444,500
2,13,482,479
2, , , 
2,22,487,470
2,26,571,601
2,20,507,523
2,19,509,490
1, , , 
2, , , 
2, , , 
2, , , 
2, , , 
2,20,454,523
2,17,548,557
2,22,451,433
2,21,460,515
2,15,533,510
1,26,521,584
2,20,579,601
2,22, , 
2,14,497,505
1,17,629,592
1,27,477,484
1,21,521,545
1,27,478,515
1,28,604,653
1,14,480,493
1,14,494, 
1,24,472,479
1,14,527,538
1,27,454,486
1,27,651,592
1,14,604,653
1,25,485,515
1,23,459,520
1, , , 
1,22,503,484
1, , , 
1,13,629,601
1,13,509,505
1,15,536,557
1,22,519,512
1,13,553,562
1,15,548,510
1,22,651,553
1,22,514,507
1,15,482,526
1, , , 
1,15,521,578
1,23,579,567
1,23,519,526
1,23,590,572
1,15,488,479
1,22,521,518
1,22,604,584
1,24,524,545
1,26,571,518
1, , , 
1, , , 
1,14,564,572
1,27,471,507
1,23,533,538
1,26,507,488
1,21,651,562
2,17,478,484
2,21,444,465
2, , , 
1,21,492,567
1, , , 
1, , , 
1, , , 
1,21,483,529
2,24,553,515
1,14,629,601
1,20,590,549
1,26,509,578
1,22,604,542
1, , , 
1,21,629,584
1,15,590,592
1,26,456,488
1,17, ,486
1,27,553,545
1,20,469,474
1,28,540,515
1, , , 
1,24,553,515
1,13,571,612
1,13, ,518
1,14,519,549
1,23,519,526
1,23,456,484
1,19, ,557
1,25,438,507
1, , , 
1,19,536,532
1, , , 
1, , , 
1,29, ,490
1,17,571,612
1,25,487,512
1,25,590,542
1, , , 
1,17, ,518
1,25,497,535
1, , , 
1, , , 
1,30, ,529
1,29, ,505
1, , , 
1,17,516,535
1, , , 
1,17,571,557
1,25,553,557
1, , , 
1,14,436,486
2, , , 
1,28,451,479
1,28,488,505
1, , , 
1,25,604,529
1, , , 
2,21,445,436
 ,21, , 
1,24,499,512
2, , , 
2,21,524,562
1,25,519,518
1,21,604,553
1,25,564,612
1,26,571,572
1,17,604,592
2,21,459,477
1,25,524,512
1, , , 
1, , , 
2,19,492,526
1,26,571,557
1, , , 
1,24,540,549
1, , , 
1, , , 
1,17,475,532
2,20,590,520
1,17,604,549
1,20,604,567
2, , , 
2, , , 
1, , , 
1,27,494,518
2,20,536,542
1, , , 
1,17,590,545
1,15,553,553
1, , , 
1,26,571,535
1,17,487,553
1, , , 
1,23,590,592
1,15,487,490
1, , , 
1,21,571,601
1,21,507,584
1,22,512,523
1, , , 
1,23,459,495
2,13,474,507
1,16,558,545
2,21, , 
2,22,512,493
1,20,516,502
1, , , 
1,23,544,510
1,15,579,562
1,23,544,515
1, , , 
1,23,494,474
1, , , 
1,23,527,553
1,20,544,518
1,22,579,532
1,23,536,553
1,22,512,502
1,24,548,490
1,30, ,481
1,19,519,572
1,17,629,532
1, , , 
1,22,651,653
1,17,453,507
1, , , 
1,17,505,505
1,22,590,549
1, , , 
1,24,469,505
1,24, ,627
1, , , 
1,23,497,488
1,17,604,584
1,22,530,500
1,16,466,481
1,22,533,542
1,21, , 
1,22,521,592
1,20,558,601
1,23,459,497
1,23,651,567
2,15,490,510
1,24,527,512
1,17,548,538
1,15,564,542
1,21,441,502
1,17,465,495
1, , , 
1,23,544,523
1,22,454,493
1,23,579,512
1,22,571,535
2, , , 
1, , , 
1,15,629,612
1,17,472,481
1,19,507,523
1, , , 
1, , , 
1, , , 
1,23,497,535
2, , , 
1,17,604,562
1,24,521,523
1,15,507,500
1,21,475,538
1,23,488,500
1, , , 
1, , , 
1, , , 
1,21,460,505
1, , , 
1,15, ,592
1,21,590,572
2,29,478,510
1, , , 
2,17,445,465
1, , , 
2, , , 
1,14,530,526
1,16,564,545
2, , , 
1,20,548,549
1,20,445,484
1, , , 
1,24,590,557
1,20,471,535
1,20,533,538
1, , , 
1,20,494,526
1,20,519,495
1,24, , 
1,14,487,479
1,15,460,479
1,14,579,627
1, , , 
1,23,651,567
1,22,475,510
1, , , 
1,24,540,529
1,17,430,444
1, , , 
1,17,527,512
1,20,558,515
1,15,530,553
1,24,463,529
1,23,629,592
1,14,521,505
1, , , 
1,14, , 
1,16,441,444
1, , , 
1, , , 
1,14,651,612
1,23,579,532
1,23,590,584
1,22,438,477
1, , , 
1,15,460,497
1,24,521,490
1,26,571,578
2,23,434,444
1,15,571,529
1,26,604,612
1,15,629,515
1,23,544,557
1,26,571,538
1,21,495,557
1,22,553,529
1, , , 
1,15,533,538
1,16,558,549
1,23,564,584
2,23,540,523
2,23,553,567
1,23,629,601
1,19,487,512
1,25,564,584
1,23,445,444
1,23,571,562
1, , , 
1,15,436,465
1,24,430,474
2, , , 
1,23,553,553
1,22,544,512
1,14,530,507
1,22,527,549
1, , , 
1,24,488,567
1, , , 
1,13,564,557
1, , , 
1,18,604,592
1,26,492,538
1,18,477,562
1,26,509,553
2,18,472,479
1,18,558,562
1,19,519,549
1,21,465,549
1,15,457,479
1,25,571,612
1,21,462,486
1,21,651,584
1,21,495,497
1,21,571,538
1,21,463,497
1,14,487,523
1,17,509,526
1,15,579,592
1,17,530,529
1,13,571,572
1,17,462,495
1,24,651,612
1,14,590,653
2,16,629,578
1,21,530,542
1,30, ,572
2, , , 
1,22,629,578
2,15,590,515
2,15,579,612
2,17,482,507
2,19,527,553
2, , , 
1,24,490,518
1,14,590,549
2, , , 
2,19,451,458
1,23,521,567
1,13,512,592
2,26,453,454
2,24,466,458
2,15,519,529
2,16,629,627
2,21,509,481
2,23,553,549
1, , , 
2, , , 
1,23,629,562
2,17,448,486
2, , , 
2,26,512,557
2,21,444,477
2,13,428,456
1, , , 
1, , , 
2,17,469,495
2,16,492,529
1,18,477,510
1, , , 
2, , , 
2, , , 
2,19,468,456
2, , , 
2, , , 
2,13,441,463
1,18,553,535
1,18,590,523
2,22,503,479
2,13,495,470
2, , , 
2,16,558,520
2, , , 
2,13,571,512
2, , , 
2,24,471,495
2,24,412,430
2, , , 
2,15,571,601
2,23,521,612
2,22,507,545
2,22,590,542
2,25,441,497
2, , , 
2, , , 
1,28,579,592
1,28,604,592
1,24,527,529
1, , , 
1, , , 
1,23,558,538
1, , , 
1,27,533,553
1,28,465,486
1, , , 
1,28,579,601
1,23,579,584
1,23,590,538
1,23,604,562
1,23,428,490
1,23,629,532
1, , , 
1,15,477,572
1,23,540,553
1, , , 
1,15,629,584
1, , , 
2, , , 
1, , , 
1,23,483,510
1, , , 
1,23,490,529
6, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
1,15,487,507
1, , , 
1, , , 
1, , , 
1,21,533,523
1,21,514,529
1,22,477,500
1,26,629,529
2,24,512,553
1, , , 
1,28,536,515
2, , , 
1,13,478,497
1, , , 
1,27,564,515
1,25,463,497
1, , , 
1,23,492,529
1,23,533,557
1,21,469,477
1,17,536,542
1, , , 
1,24,590,572
1, , , 
1,23,571,549
1, , , 
1,22,536,510
1,13,629,627
1, , , 
1, , , 
1,15,553,567
1,21,604,653
1,15,604,601
1,28,505,484
1,28,442,449
1,23,564,532
1, , , 
1,22,553,488
1,23,579,545
1,22,536,529
1,23,514,507
1, , , 
1,24,465,474
1, , , 
1,14,434,430
1,23,530,676
1, , , 
1,19,553,520
1,17, ,515
1,17,519,535
1,15,533,523
1,15,495,535
1,23,590,507
1,27,503,562
1,21,629,627
1,19,490,549
1,27,468,535
1,25,629,549
1, , , 
1,17,651,592
1,26,533,535
1, , , 
1,16,533,542
1, , , 
1, , , 
1, , , 
1,26,558,567
1,22,604,601
1,17,548,538
1,17,516,520
1,16,629,572
1,27,524,529
1, , , 
1, , , 
1,17,651,567
1,26,540,553
1,22,548,523
1,21,558,529
1, , , 
1,20,564,562
2, , , 
1, , , 
1,19,564,584
1,17, , 
1,22,494,526
1,23,579,549
1, , , 
1,16,548,532
1,21,492,493
1,14,431,481
1,17,571,549
2,25,516,500
1, , , 
1,25,540,549
1,25,558,532
1,26,509,520
1, , , 
1,17,571,584
1, , , 
1,14,516,529
1,16,651,676
1, , , 
1,22,558,542
1,21,460,518
1,17,604,549
1,16,519,542
1,22,571,557
1,23,477,515
1, , , 
1, , , 
1, , , 
1, , , 
1,17,579,542
2,21,483,505
1,17,527,526
1,21,507,512
1,24,558,538
1,25,590,532
1,22,590,532
1, , , 
2, , , 
1,23,651,578
2,24,423,451
2,25,454,481
1,23,482,532
2, , , 
1,16,536,562
1,22,485,532
1,23,521,507
1, , , 
1,24,524,523
1, , , 
1,23,579,553
1,23,564,553
2,24,590,553
1,22,521,532
1, , , 
1,13,590,562
2,20,499,507
1, , , 
1, , , 
1,20,477,512
1,20,579,572
1,23,564,538
1,20,480,500
1,23,488,545
1,15,495,484
1,22,629,562
1,24,558,562
1,22,564,505
1, , , 
2, , , 
1,22,604,545
1,22,482,529
1,24,579,557
2,20,428,433
1,24,516,505
2,19,477,493
1, , , 
1,17,548,572
1,24,501,520
1,22,507,549
2, , , 
1,17,558,538
1, , , 
1,14,604,612
2, , , 
1, , , 
1,23,536,515
1,16,488,495
1, , , 
1,27,571,584
2,17,460,493
1, , , 
2, , , 
2,29,436,502
1, , , 
1,26,475,505
2,23,445,502
1, , , 
1,19,509,526
1, , , 
2, , , 
1,21,480,538
1,21,507,497
2,17,444,500
1,26,487,456
1,23,590,523
2,29,462,545
1, , , 
1, , , 
1,24,445,474
1,24,579,510
1,21,519,567
1,23,590,557
1,24,497,484
1,13,651,584
1,24,519,520
1,15,503,545
1,14,516,532
1,14,590,553
1,17,629,601
1, , , 
1,21,494,557
1,15,503,592
1,23,590,592
1,18,505,484
1,23,590,584
1,23,604,676
1, , , 
1,15,536,562
1, , , 
1,23,536,532
2,14,447,468
1,23,540,542
1, , , 
1,21,604,562
1, , , 
1,22,505,510
1,21,553,545
1, , , 
1,15,514,507
1, , , 
1, , , 
1,21,651,545
1,15,503,545
1, , , 
1,23,497,545
1, , , 
1,18, ,430
1,18,533,526
1,23,651,627
2,16,544,584
2,22,488,490
1,26,540,535
2, , , 
1, , , 
1,18,651,627
6,24,514,538
1,26,494,542
1, , , 
1,25,521,532
1,24,590,584
1,25,590,553
1,24,503,493
1, , , 
1,15,548,572
1,24,459,479
1,14,651,592
1,23,571,542
1, , , 
1,15,604,545
1,23,468,505
 ,22, , 
1,23,558,562
1,26,469,512
1, , , 
1, , , 
1,24,456,477
1,24,527,523
1,19,468,502
1,19,544,545
1,14,442,493
1, , , 
1,25,558,562
1,25,571,562
1,15,533,553
1,20,501,545
1,25,604,592
1,21,590,545
1,23,457,472
1,24,472,470
1,21,485,495
1,23,533,542
1,23,527,535
1, , , 
1, , , 
1, , , 
1,25,457,502
1,21,441,488
1,25,571,515
1,21,604,584
2,13,512,507
1,20,505,481
1,21,579,538
2,13,487,515
1,21,533,532
1,26,459,472
1, , , 
1, , , 
1,22,564,627
1,27,536,562
1,16,579,601
2, , , 
2,25, , 
2,22,548,490
1,18,558,486
2,24,629,567
1,24,530,490
1,25,482,518
2, , , 
2,19,548,493
2,17,521,526
1, , , 
2,16,474,520
2, , , 
2, , , 
2,16,527,495
1, , , 
2,22,483,472
2,22,469,507
2, , , 
2,15,564,584
2, , , 
2, , , 
2,20,519,529
2,24,527,532
2, , , 
2,24, , 
2, , , 
2,17,604,526
2,24,492,520
2, , , 
2,23,488,484
2, , , 
1, , , 
2,16,478,512
2, , , 
2, , , 
2, , , 
2,21,530,520
2,17,519,542
2,22,456,507
2, , , 
2, , , 
2, , , 
2,15,462,510
2,17,468,512
2,15,507,549
2,21,530,515
2,15,475,493
2, , , 
2, , , 
1,25,590,567
1,28,444,515
1,27,490,468
2,27,544,502
1, , , 
1,27,477,474
1,22,533,549
1,27,604,567
2,28,474,502
2, , , 
1,27,533,518
1, , , 
1,27,590,549
1,14,604,584
1,27, , 
1, , , 
1, , , 
1, , , 
1,22,530,486
1,15,530,584
1,23,450,510
1,22,527,520
1,20,485,512
1,23,474,497
1,15,590,542
1, , , 
1,22,497,584
1,22,590,553
1,13,519,518
1, , , 
1,15,604,612
1, , , 
1,14,558,535
1,18,494,567
1,17,604,592
1,17,521,523
2,22,536,535
1,21,516,557
1,13,651,592
1,26,483,500
1,21,651,612
1, , , 
2,23,480,486
1,28,564,488
2,17,544,493
1,28,451,479
2,28,527,486
1,27,505,520
1,23,519,545
1,14,540,545
1,24,651,653
1,23,527,549
1, , , 
1,21,487,500
1,23,501,502
1,23,558,562
1,22, ,612
1,21,533,526
1, , , 
1,21,564,535
1,16,507,484
1,20,434,456
1, , , 
2,20,485,502
1,15,651,538
1,24,477,505
1,17,453,495
1, , , 
1,23, ,472
1, , , 
1,13,590,567
1,21,501,488
1,22,651,592
2,22,527,523
1,23,558,549
1,30, ,497
1, , , 
1,30, ,523
1, , , 
1,30, ,532
1,25,503,512
1,30, ,567
1, , , 
1,21,466,578
1,17, ,526
1,17,478,486
1, , , 
1, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1,17,501,526
2,16,629,535
1,21,503,562
1, , , 
1,17,651,532
1,15,462,497
1,22, ,549
1,23,447,458
1, , , 
1,20,651,601
1, , , 
2,22,430,433
1,23,558,535
2,14,457,507
1,17,558,562
1, , , 
2,15,505,515
1, , , 
2,27,507,518
2,22,524,549
2,21,480,538
1, , , 
1,25,553,549
2, , , 
1,21,524,535
2,19,571,515
1,22,509,507
1,17,533,497
1,16,544,535
2,15,536,512
1,14,462,520
1,21,540,532
1, , , 
2,25,453,497
1,28,490,538
2, , , 
1,21,459,477
1, , , 
1,24,651,557
1,22,544,612
1,21,482,523
1,22,530,578
1, , , 
1,23,459,495
1,16,527,557
1,22,509,518
1,16,503,502
2, , , 
1,21,488,465
1,16,451,433
1,23,629,526
1,16,451,461
1, , , 
1,23,485,493
1,23,604,578
1,15,475,515
1,23,495,497
1,22,482,529
1, , , 
1,20,516,532
1, , , 
1, , , 
1,23,558,557
2,23,553,572
5,26, , 
1,23,447,488
1,23,536,535
1,23,579,529
1,15,471,493
1,21,571,523
1,22,571,578
1, , , 
1,21,482,553
1,18,651,572
1,23,604,627
1, , , 
1,26,540,518
2,23, , 
1, , , 
1,25,651,592
1,24,474,484
1,15,571,578
1,23,488,523
2,17,519,532
1,23,444,486
1, , , 
2,18,507,529
1,26,487,557
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1,15,519,526
1, , , 
2, , , 
1, , , 
1, , , 
1, , , 
2, , , 
1, , , 
1,14,505,578
2,29,509,512
1, , , 
2,29,475,545
1,24,466,495
1, , , 
1,20,521,507
1,14,483,505
1,24,434,468
1,17,477,532
1, , , 
1, , , 
1,20,519,532
1,17,553,584
1,24,426,441
1,20,495,488
1,20,474,481
1,24,521,518
1, , , 
1,24,468,490
1, , , 
1,14,590,562
1,25,482,477
2,15,544,557
1,24,448,520
 , , , 
1,16,604,532
1,16,472,477
1,26,564,545
1,23,553,562
1,21,536,515
1, , , 
1,23,629,612
1,22,544,578
1,23,469,500
1, , , 
1,26,579,653
1,18,651,584
1, , , 
1,20,579,553
1,26,487,523
1, , , 
1,16,448,468
1,21,468,510
1,22,471,532
1,23,519,572
1,23,487,523
1,20,492,505
1,23,579,553
1,23,548,545
1,26,466,567
1, , , 
1,20,571,627
1, , , 
1,24,571,545
2,24,436,465
1,25,651,549
1,14,558,545
1,15,475,493
1,25,485,479
1,24,604,584
1,23,548,532
1,22,477,545
2,15,492,529
1,21,472,477
1,24,505,584
1,26,439,470
1, , , 
1,18,629,545
1,19,463,481
2,18,492,523
1,20,629,592
1,14,604,601
1,20,524,535
2,14,478,490
1,20,533,562
1, , , 
1,21,579,526
1, , , 
1,25,629,557
1,15,441,477
2,15,482,493
1,15,536,627
1,23,480,562
1,21,604,502
1,21,604,523
1,21,501,542
1, , , 
1, , , 
1,21,651,612
1,30, ,612
1, , , 
1, , , 
2,16,651,653
2, , , 
2, , , 
2,21,494,535
2, , , 
2,17,499,461
1,24,494,456
1,24,466,472
2,12,571,601
2,20,544,532
1,15,530,545
1, , , 
2, , , 
1,18,477,518
2,22,462,493
2, , , 
1,15,564,578
1,22,536,542
2,22,497,493
1,25,553,490
2, , , 
2,24,441,446
2,17,519,535
2,24,512,549
2,24,492,474
1,24,540,477
1,14,571,526
2, , , 
2,16,629,584
2, , , 
2, , , 
2, , , 
2,26,451,444
2,25,460,502
2,22,459,456
2, , , 
2, , , 
1, , , 
2,16,590,627
1, , , 
2, , , 
2,23,447,520
2,24,497,518
2,21,521,500
2,19,471,518
2,24,433,454
2,16,533,529
2,17,505,535
2, , , 
2, , , 
1, , , 
2,24,490,493
2,15,457,472
2,22,507,562
2,20,423,474
2,13,521,500
1,27,651,584
1,14,629,653
1, , , 
1,28,571,627
1, , , 
1, , , 
1,22,474,474
1,17,651,578
1,23,524,553
1,24,629,584
1,22,558,567
2, , , 
1, , , 
1,23,533,557
1, , , 
1,22,651,578
1,15,527,512
1, , , 
1, , , 
1,20,505,553
1, , , 
1, , , 
1,23,558,557
1,21,524,545
1,17,540,549
1, , , 
1,21,487,486
1, , , 
1,21,533,538
1,23,487,507
2,20,579,549
1,23,530,526
1, , , 
2,22,439,449
1, , , 
1,22, , 
1, , , 
1,27,524,532
1,26,590,529
1,24,651,549
1,23,477,520
1,15,553,505
1,20,524,493
1,20,466,454
1,23,448,474
1,13,495,535
1,15,505,520
1,23,512,520
1,18,629,601
1,21,487,488
1,23,462,484
1,23,527,526
1,24,492,479
2,23,536,495
1, , , 
1,19,544,545
1,23,544,553
1,17,540,538
1, , , 
1,17,460,502
1,23,488,510
1,22,499,518
1,22,604,572
1,22,475,505
1,17,474,535
1, , , 
1,14,564,523
1, , , 
1,23,463,538
1, , , 
1,18,465,474
1,19,519,553
1, , , 
1,17,512,502
1, , , 
1, , , 
1,21,604,515
1,22,512,497
2,17,441,500
2,16,530,523
2, , , 
2,25,447,474
1,24,564,518
2,23,512,538
1,26,503,542
2,22,450,512
2, , , 
2, , , 
1, , , 
2,16,460,495
2, , , 
2, , , 
2, , , 
1,24,533,562
2,17,494,505
2, , , 
2, , , 
1, , , 
2,26,436,456
2, , , 
2, , , 
2,19,516,512
2, , , 
2,25,471,479
2,16,530,502
2,15,471,529
2,25,462,479
2,17,462,463
1,14,548,601
1,21,487,526
1,15,488,529
1,22,480,500
1,20,472,486
1,22,519,495
1,23,503,507
1,15,590,578
1,17,478,512
1, , , 
1,25,604,612
1,17,439,454
2,16, , 
1,21,474,490
1,21,460,463
1, , , 
1,23,469,477
1,15,558,538
1,15,553,545
1,21,512,526
1,22,475,497
1,23,540,502
1,23,604,553
1,16,651,567
2,18,558,627
1, , , 
2, , , 
2,23,544,529
2,20,499,500
2,22,604,553
2, , , 
2,23,483,488
2,23,495,532
2,17,536,538
2,23,519,578
2,21,512,557
2,15,527,545
2,24,499,549
1, , , 
2,17,519,523
1, , , 
2,24,536,535
2,20,456,500
1,15,579,592
1,16,488,515
2, , , 
2,15, , 
2,21,447,490
2,22,503,512
2, , , 
2,25,439,456
2, , , 
2,16,503,535
2, , , 
2,20,499,529
2,23,447,470
2, , , 
2,22,497,505
2,17,485,470
2, , , 
1,22,501,557
1,21,450,436
1,17,604,523
2, , , 
1,20,590,557
2,26,488,481
2, , , 
2, , , 
2, , , 
2, , , 
2,19,485,488
1, , , 
1, , , 
2,23,488,529
2,23,509,526
2,21,472, 
2,15,495,535
2,24,463,451
2,22,499,518
2,24,463,523
1,13,490,529
2,23,447,463
2,22,436,488
1,22,454,479
1,16,579,542
1,21,519,526
2,25,509,505
2,22,460,493
2,19,514,488
2,17,495,512
2,26,540,523
2,23,499,481
2, , , 
2, , , 
2, , , 
2,21,487,488
2,22,503,529
1, , , 
2,16,516,526
2,15,503,535
1,17,548,529
2,20,480,507
2,25,447,497
2, , , 
2,16,544,592
2,15,480,472
2,21,536,515
2,21,494,474
2,18,447,512
2,23,558,497
2,15,516,520
2,24,524,515
2,22,536,549
1, , , 
1,21,438,461
2, , , 
2,23,442,436
1,24,465,542
2,16,629,553
1,23,442,470
2, , , 
2,17,524,518
2,21,463,502
2,16,480,474
2,25,441,461
2,16,553,562
2, , , 
2, , , 
2,22,480,507
2,15,544,545
1,17,509,510
1,22,604,676
1, , , 
1,29, ,520
2,21,494,520
1,21,488,523
2, , , 
2,23,439,468
2,17,468,538
1,29,430,456
1, , , 
2, , , 
2,23,651,612
2,25,530,526
1,25,477,526
2,21,451,468
1,27,590,567
1,16,558,627
2,26, , 
2,23,485,481
2,14, ,444
2,17,499,520
2,22,450,474
2, , , 
1,23,488,520
2,20,533,526
2,20,421,449
2, , , 
2,20,487,493
2,21,487,477
2,17,564,553
1, , , 
1, , , 
2,16,590,572
2,24,564,627
2, , , 
2,22,450,465
2,13,519,507
2, , , 
2,22,431,510
2,25,478,474
2, , , 
2,22,472,507
1, , , 
2,16,516,512
2,22,501,500
2, , , 
2,23,471,542
2,15,492,515
1, , , 
1, , , 
2, , , 
2,15,524,532
1,21,501,505
2,17,465,470
1, , , 
2,17,519,520
1, , , 
2, , , 
1,15,501,532
1,25,425,404
2, , , 
2, , , 
1,21,509,562
1,27,495,542
1, , , 
2,21,483,486
1,24,519,535
1, , , 
1, , , 
2,16,527,567
1,17,629,676
1,26,579,549
2,22,439,444
2, , , 
1,17,604,592
2,22,492,510
1,25,483,538
1, , , 
2, , , 
2,15,509,497
2, , , 
1, , , 
2, , , 
1,24,579,572
1,23,629,578
1,26,590,532
2, , , 
2,22,516,515
1,15,629,601
1,22,524,526
1,22,590,526
1,25,521,584
2,13,451,454
1, , , 
2,22,530,549
2,21,474,484
2,19,453,479
1,15,423,436
1,22,521,557
2, , , 
2,26,507,529
2,22,453,493
1,24,527,515
2, , , 
1, , , 
2, , , 
2,21,509,490
2, , , 
1, , , 
2,22,524,578
1,20,590,584
2, , , 
2,16,466,529
2,25,438,456
1,23,629,612
2, , , 
1,15,483,500
2,25,468,493
2, , , 
2, , , 
2, , , 
2,25,530,490
1,22,604,535
2,15,579,526
1, , , 
2,23,533,542
1,21,497,542
2,22,516,493
1,14,465,526
2,14,492,486
2,25,490,529
2,15,590,553
2, , , 
3,13,472,468
1, , , 
2,17,468,458
1, , , 
2,21,462,477
2,25,558,542
1, , , 
1, , , 
2,23,468,505
2, , , 
1,22,524,567
2,24,590,584
2,18,564,538
1,24,553,520
1, , , 
2,25,428,484
2,22,469,523
1,15,590,612
2,22,482,484
2,22,475,472
2,22,512,510
2,25,503,510
2, , , 
2,25,465,515
2,24,468,486
2, , , 
2,22,505,584
2,23, , 
1,28,629,538
2,24,521,512
1,22,579,542
1, , , 
2,26,485,497
2,21,492,495
2, , , 
2,24,579,538
2,20,492,512
1,14,571,495
1,15,629,562
2,25,444,449
2,22,579,545
1,25,533,490
2, , , 
1, , , 
1,15,505,520
2, , , 
2,24,448,578
2,24,460,451
2,15,490,549
2, , , 
2,25,448,495
2,22,536,549
2,20,468,542
2, , , 
2,15,548,549
2,17,450,507
2,22,514,584
1,24,521,562
1,21,604,578
2,16,512,502
2,17,553,553
1,21,527,523
1,14,468,488
1,23,428,477
2, , , 
2,24,507,584
1,22, , 
1, , , 
2,26,497,535
2, , , 
2,17,505,474
2,24,604,592
1,23,519,532
1, , , 
1,24,558,562
2, , , 
2,24,416,470
2, , , 
1,22,558,549
1, , , 
2,23,516,484
1,21,540,572
2,20,503,507
1,16,451,538
2,25,447,436
1,22,487,520
2,22,462,484
2, , , 
2, , , 
2, , , 
2, , , 
2, , , 
1,27,478,512
2,25,431,451
2,25,456,479
1,22,530,592
2,17,629,578
2, , , 
2,24,501,472
1,20,503,512
2, , , 
1, , , 
1,23,450,468
1, , , 
2,22,480,523
1,23,629,549
2,13,536,529
2, , , 
2,26,450,444
1,17,524,505
1, , , 
1,23,444,456
1,24,439,449
1, , , 
2, , , 
1,16,544,578
2,23,483,495
2,22, , 
1,15,558,523
1,23,527,529
1,17,536,542
2,15,474,510
2,17,571,538
2, , , 
